5/13/2015 23:53,WARRANTS,4,NORTHERN,-122.4258917,37.7745986
4/2/2015 23:53,OTHER OFFENSES,4,NORTHERN,-122.4258917,37.7745986
8/19/2015 23:33,OTHER OFFENSES,4,NORTHERN,-122.424363,37.80041432
12/24/2015 23:30,LARCENY/THEFT,4,NORTHERN,-122.4269953,37.80087263
11/4/2014 6:15,SEX OFFENSES FORCIBLE,1,MISSION,-122.413123,37.76476595
5/4/2014 6:15,NON-CRIMINAL,1,INGLESIDE,-122.4110086,37.73753475
2/4/2014 6:15,DRUG/NARCOTIC,1,TENDERLOIN,-122.4145226,37.78087527
3/14/2014 6:15,OTHER OFFENSES,1,TENDERLOIN,-122.4145226,37.78087527
1/24/2014 6:15,SEX OFFENSES FORCIBLE,1,MISSION,-122.413123,37.76476595
7/9/2014 6:15,KIDNAPPING,1,MISSION,-122.413123,37.76476595
5/12/2014 6:00,NON-CRIMINAL,1,SOUTHERN,-122.3999811,37.77762424
4/17/2013 10:30,OTHER OFFENSES,4,INGLESIDE,-122.4367498,37.72199158
3/10/2013 10:30,MISSING PERSON,4,MISSION,-122.4075383,37.76578275
9/19/2013 10:30,MISSING PERSON,4,MISSION,-122.4075383,37.76578275
10/7/2013 10:30,VEHICLE THEFT,4,PARK,-122.4449434,37.77648761
12/27/2013 10:30,LARCENY/THEFT,4,TARAVAL,-122.4681053,37.71096391
11/9/2013 10:28,NON-CRIMINAL,4,NORTHERN,-122.4198583,37.78613713
10/29/2012 22:30,NON-CRIMINAL,1,NORTHERN,-122.4329146,37.78435334
1/19/2012 22:25,OTHER OFFENSES,1,NORTHERN,-122.4198849,37.77825108
3/20/2012 22:25,DRUG/NARCOTIC,1,NORTHERN,-122.4198849,37.77825108
6/7/2012 22:25,OTHER OFFENSES,1,NORTHERN,-122.4198849,37.77825108
9/21/2012 22:23,ASSAULT,1,NORTHERN,-122.4224044,37.78987648
4/19/2011 0:45,VANDALISM,3,MISSION,-122.4176606,37.75550434
7/29/2011 0:43,FRAUD,3,CENTRAL,-122.4172953,37.78625785
2/31/2011 0:15,ASSAULT,3,SOUTHERN,-122.4102935,37.78223059
6/5/2011 0:05,KIDNAPPING,3,CENTRAL,-122.4197994,37.80292521
11/10/2011 0:05,SEX OFFENSES FORCIBLE,3,CENTRAL,-122.4197994,37.80292521
4/11/2011 0:05,ROBBERY,3,CENTRAL,-122.4197994,37.80292521
4/6/2010 1:10,ROBBERY,3,MISSION,-122.4327953,37.76102017
11/16/2010 1:00,ASSAULT,3,MISSION,-122.4187001,37.76516494
3/26/2010 1:00,LARCENY/THEFT,3,NORTHERN,-122.4210968,37.78429378
1/14/2010 1:00,MISSING PERSON,3,TENDERLOIN,-122.4125632,37.78578506
9/15/2010 0:50,OTHER OFFENSES,3,CENTRAL,-122.4171941,37.79800703
8/6/2010 0:16,OTHER OFFENSES,3,INGLESIDE,-122.4402533,37.71604001
11/17/2009 22:00,LARCENY/THEFT,4,RICHMOND,-122.4858123,37.77255037
10/27/2009 22:00,MISSING PERSON,4,RICHMOND,-122.4836624,37.78109449
9/3/2009 21:53,DRUG/NARCOTIC,4,CENTRAL,-122.4148785,37.80354086
5/19/2009 21:53,OTHER OFFENSES,4,CENTRAL,-122.4148785,37.80354086
3/17/2009 21:53,DRUG/NARCOTIC,4,CENTRAL,-122.4148785,37.80354086
11/25/2008 23:30,BURGLARY,6,RICHMOND,-122.4436793,37.79136517
6/5/2008 23:30,VEHICLE THEFT,6,TARAVAL,-122.4941674,37.74597447
11/23/2008 23:30,SUSPICIOUS OCC,6,BAYVIEW,-122.3903321,37.72993752
7/18/2008 23:30,VANDALISM,6,TARAVAL,-122.5003067,37.75596972
1/5/2008 23:30,VEHICLE THEFT,6,SOUTHERN,-122.4128266,37.77281156
11/15/2008 23:30,WEAPON LAWS,6,BAYVIEW,-122.3903321,37.72993752
6/8/2007 14:30,MISSING PERSON,4,INGLESIDE,-122.4300607,37.70856878
3/22/2007 14:30,NON-CRIMINAL,4,INGLESIDE,-122.4300607,37.70856878
9/3/2007 14:30,LARCENY/THEFT,4,BAYVIEW,-122.4036514,37.71119006
12/16/2007 14:20,LARCENY/THEFT,4,SOUTHERN,-122.406521,37.78506294
6/23/2007 14:15,OTHER OFFENSES,4,PARK,-122.4376128,37.77406041
11/24/2006 16:25,VEHICLE THEFT,2,MISSION,-122.4221586,37.76844039
1/2/2006 16:23,OTHER OFFENSES,2,MISSION,-122.4196718,37.76505012
9/12/2006 16:23,OTHER OFFENSES,2,MISSION,-122.4196718,37.76505012
10/27/2006 16:20,OTHER OFFENSES,2,NORTHERN,-122.4326493,37.77469127
4/21/2006 16:15,OTHER OFFENSES,2,MISSION,-122.4174883,37.7651818
5/22/2006 16:14,FORGERY/COUNTERFEITING,2,SOUTHERN,-122.4034048,37.77542071
6/3/2005 19:30,LARCENY/THEFT,6,CENTRAL,-122.4026094,37.80030582
4/3/2005 19:28,OTHER OFFENSES,6,MISSION,-122.4272008,37.74929723
12/3/2005 19:23,ASSAULT,6,TENDERLOIN,-122.414406,37.78419072
9/13/2005 19:22,DRUG/NARCOTIC,6,BAYVIEW,-122.3885428,37.72878929
6/23/2005 19:14,DRUG/NARCOTIC,6,INGLESIDE,-122.4212643,37.74358477
3/30/2005 19:11,DRUG/NARCOTIC,6,INGLESIDE,-122.4212643,37.74358477
1/17/2005 19:11,WARRANTS,6,INGLESIDE,-122.4212643,37.74358477
7/23/2004 13:55,VEHICLE THEFT,6,CENTRAL,-122.4208746,37.79149431
9/17/2004 13:55,OTHER OFFENSES,6,INGLESIDE,-122.4205298,37.71100233
10/24/2004 13:45,VEHICLE THEFT,6,CENTRAL,-122.4055754,37.79056413
8/9/2004 13:45,VEHICLE THEFT,6,CENTRAL,-122.4055754,37.79056413
10/3/2003 7:00,LARCENY/THEFT,6,INGLESIDE,-122.4335891,37.72416777
11/13/2003 7:00,VANDALISM,6,TARAVAL,-122.4839859,37.73099118
9/18/2003 7:00,OTHER OFFENSES,6,NORTHERN,-122.4246213,37.80084716
8/30/2003 7:00,MISSING PERSON,6,CENTRAL,-122.4109401,37.7945247
10/3/2003 7:00,LARCENY/THEFT,6,SOUTHERN,-122.417016,37.77260588



